,haredim Average Wage,haredim Real Average Wage,haredim Real Average Wage Index,haredim Average Wage per Capita,haredim Real Average Wage per Capita,haredim Real Average Wage per Capita Index,haredim Number of Employees / Working Pop,haredim Average Wage per Working Pop,haredim Real Wage per Working Pop,meorav Average Wage,meorav Real Average Wage,meorav Real Average Wage Index,meorav Average Wage per Capita,meorav Real Average Wage per Capita,meorav Real Average Wage per Capita Index,meorav Number of Employees / Working Pop,meorav Average Wage per Working Pop,meorav Real Wage per Working Pop,not_haredi Average Wage,not_haredi Real Average Wage,not_haredi Real Average Wage Index,not_haredi Average Wage per Capita,not_haredi Real Average Wage per Capita,not_haredi Real Average Wage per Capita Index,not_haredi Number of Employees / Working Pop,not_haredi Average Wage per Working Pop,not_haredi Real Wage per Working Pop,arabs Average Wage,arabs Real Average Wage,arabs Real Average Wage Index,arabs Average Wage per Capita,arabs Real Average Wage per Capita,arabs Real Average Wage per Capita Index,arabs Number of Employees / Working Pop,arabs Average Wage per Working Pop,arabs Real Wage per Working Pop,israel Average Wage,israel Real Average Wage,israel Real Average Wage Index,israel Average Wage per Capita,israel Real Average Wage per Capita,israel Real Average Wage per Capita Index,israel Number of Employees / Working Pop,israel Average Wage per Working Pop,israel Real Wage per Working Pop
2003,4126.934476208846,5099.177689100682,100.0,874.4461924352438,1080.4524618672885,100.0,0.4742908572456493,1977.8213631742176,2443.766099574559,5602.800000000001,6922.734761405385,100.0,1451.2866151866153,1793.1877453620941,100.0,0.5092301369481945,2846.1948474493456,3516.715215279946,6137.875297622288,7583.865689301997,100.0,2552.178717380172,3153.433341209168,100.0,0.6870582790975878,4259.365996603513,5262.808068507751,3617.5413175409835,4469.779222845934,100.0,812.7729424782218,1004.2499289683238,100.0,0.4375751380152741,1596.6938384126506,1972.8507065219264,5718.419461462188,7065.592415606724,100.0,2173.2288981185616,2685.2086880659826,100.0,0.6282975639805478,3714.406044594142,4589.463811466792
2004,4034.2305916711384,5005.766425194019,98.16811122102439,788.9608809361403,978.9608696972496,90.60656569798208,0.4381528304928924,1783.3883061764186,2212.8693695824504,5475.710910005029,6794.388472478813,98.14601752992026,1337.7808974358977,1659.9494125288795,92.56974997861643,0.4810052870761771,2627.9518152037685,3260.823263482669,6231.502658851729,7732.192317560529,101.95581823749549,2441.739273796246,3029.7664444569377,96.07834118019407,0.6503800147841071,4070.1149156561796,5050.292522578227,3839.8760438838294,4764.606816740783,106.59602139604405,859.1226937178859,1066.019266279415,106.15079329650014,0.43863489968830727,1694.7966125045177,2102.942751443805,5779.041451952023,7170.7680095704645,101.48856016278869,2064.063238922217,2561.1373039026107,95.37945096354004,0.5937394527525719,3524.411056134665,4373.170579243792
2005,4129.161362068353,5055.60007599431,99.14539920427723,884.8392052709185,1083.3660303286422,100.26966188371844,0.48035169588539434,2002.4790222922343,2451.7649492405685,5583.373616951231,6836.08646091366,98.74835157668043,1444.9856139587962,1769.1896099893434,98.6617053660544,0.5105884435774674,2844.7974529812495,3483.0700373201707,6505.2524558649075,7964.802517128752,105.02299016666545,2761.4462322175827,3381.017731518314,107.21703507523263,0.7039264115731368,4597.819838697288,5629.409046461326,3767.8971806357563,4613.280906808395,103.21048706900322,907.7681743695595,1111.4394543857477,110.67359054010994,0.47238740272592383,1787.7667459959296,2188.8787829763446,5982.554546350435,7324.829563942987,103.6690079626395,2313.9185891097577,2833.080611092449,105.50690617394697,0.639730504008172,3941.045898303415,4825.278112400875
2006,3981.327265747347,4773.773699936866,93.61850068768234,808.936264249112,969.9475590516929,89.77234938919794,0.4566590025747982,1833.4773926322591,2198.4141398468337,5514.278854254423,6611.845148986119,95.50915031220765,1313.5251016969548,1574.9701459196099,87.83074443783798,0.4699599976681054,2586.136239439024,3100.882781101947,6259.32633215884,7505.187448631702,98.96255756768899,2366.551470768773,2837.591691569272,89.9841976834434,0.627828682390509,3935.8055760213597,4719.191338155108,3941.003132284942,4725.423420005925,105.71939204185618,928.3306408555379,1113.1062839994458,110.83956810860333,0.4590212961808128,1816.838829575234,2178.463824430736,5829.15912092808,6989.399425573237,98.92163338115584,2026.3163508516568,2429.6359122921544,90.48220062337487,0.579367346500797,3452.280575170238,4139.425150084218
2007,4178.924902891174,4985.296633332745,97.76667802709927,933.5309336831713,1113.6664881397808,103.07408492689167,0.5045080227201946,2122.7595060889835,2532.3704218180533,5734.165782962177,6840.639168460694,98.81411615822148,1543.7680134323077,1841.6558466236893,102.70290165583349,0.5307116735892686,3037.8220934006545,3624.004883269495,7049.836537537794,8410.1837608563,110.89573715315039,3170.420090010568,3782.1891917811727,119.93877093754935,0.7457873734451087,5269.543179893452,6286.362278429409,4339.095601829002,5176.374114916793,115.80827277685913,1178.8902623814924,1406.3707275651564,140.04190460933717,0.5249462193027582,2289.759425971294,2731.5949012481888,6426.888496216814,7667.030714246124,108.51221331860188,2627.742876962354,3134.7961550400883,116.74311084170968,0.6766564205919986,4465.716240777847,5327.427665705752
2008,4509.924731182798,5143.9118690422565,100.877282233902,1071.3107921146957,1221.9113682517202,113.09256180877738,0.5389130028421631,2444.8640529662043,2788.5532397675556,5856.402049982724,6679.671571123723,96.48891372183212,1616.5141702176666,1843.7572514601275,102.82008987786284,0.5436695167330159,3179.1230291714387,3626.0313991119915,7377.05207444084,8414.088479544727,110.94722433460109,3331.5776114051564,3799.9174353067083,120.50095956205149,0.7485261605932573,5534.439557748034,6312.44888251843,4481.158999102333,5111.102365671323,114.34798254794015,1261.1871184919207,1438.479747353203,143.23921823235457,0.5400731684740189,2434.462196111102,2776.6891315781036,6715.437257163671,7659.46650375098,108.40515632960212,2773.8350934919863,3163.769710284558,117.82211655822022,0.6843867571832754,4713.646414681623,5376.271930061732
2009,4422.847084790228,4882.178733835882,95.74443236742606,1023.2593047847262,1129.5291745897252,104.5422371140346,0.5274661809488457,2349.182241276075,2593.1548978268456,5835.664279217826,6441.723056575956,93.05170974466486,1590.8541780354706,1756.0712110866727,97.9301367427131,0.5335590350987521,3109.739797653275,3432.6996201330353,7437.5559245235245,8209.978023272772,108.25584681508779,3329.530325316446,3675.316337257587,116.54967584785877,0.7291547654282808,5437.350062555885,6002.042199270519,4512.567893754183,4981.217433820046,111.44213585225975,1226.1315911242493,1353.4706184297308,134.7742807231428,0.5126846076584259,2321.7599907295503,2562.8847288868965,6713.2621832911655,7410.463268929243,104.88098991615702,2708.7313784662088,2990.044755808894,111.3524162608929,0.6632812112505935,4575.851930546813,5051.073789397601
2010,4591.3424323602285,4936.0427509718975,96.80075988570707,1127.977650378671,1212.6618709961463,112.23648552758787,0.5655701855645662,2605.1077912401547,2800.6892576385576,6175.63674785897,6639.279786028662,95.90544798918197,1735.6445423200978,1865.9500543894278,104.05770724317776,0.5509403197904571,3396.3866798699205,3651.3743197436384,7933.628634442221,8529.254937277812,112.46579629316757,3575.3135281611194,3843.7343071488926,121.89045688452805,0.747188150605918,5939.341043453409,6385.243909593873,4686.000466715121,5037.807346225257,112.70819194997412,1373.6019326600674,1476.7266790297542,147.04772551458484,0.5483845906695706,2578.7477039069395,2772.3501564033627,7150.908885427351,7687.771602047403,108.80576107201412,2962.1843939836126,3184.5737973955847,118.59688267615687,0.6847853191772603,5022.123429821985,5399.165127728378
2011,4858.971250513991,5049.593401417503,99.02760227812489,1229.5702862658509,1277.8075201515728,118.26596405206075,0.5969578264260568,2911.963402717491,3026.2025489399753,6526.429843614247,6782.468011030654,97.97382457642715,1922.319370112945,1997.733821889265,111.40684108823571,0.5813049114239758,3788.3994258016546,3937.022006548875,8405.532014302735,8735.289180880993,115.1825406560565,3912.2374685364225,4065.7183357094545,128.92989626825204,0.7801692248721481,6565.560971781404,6823.134291277115,5047.930044475547,5245.965231982902,117.3651979312474,1576.17166618839,1638.0064080939362,163.1074457507482,0.5712545085562356,2894.462404842411,3008.014969958339,7578.6304183308575,7875.947433962959,111.46903147945946,3248.4045192665985,3375.84257653063,125.71993348353404,0.7158642856840837,5560.795714708375,5778.951119468305
2012,4961.642517360246,5069.798212388882,99.42383893044956,1256.4903038033988,1283.8797381750028,118.82797101097273,0.5877957336359596,2920.9002494380716,2984.571099460408,6539.543854033291,6682.095218471275,96.52392369160684,1945.415944302177,1987.8228313037291,110.85413875067125,0.5852014288700628,3821.9800221488003,3905.292938029929,8480.617958851148,8665.481565288452,114.26206528831611,3919.115483240144,4004.545793365115,126.99002515872407,0.7801428066111715,6617.797321861135,6762.054483960217,5289.794454464331,5405.103325222235,120.9255100922138,1706.2599750618547,1743.4536529329766,173.60754555631826,0.5895193411677326,3129.706428070822,3197.928911407586,7645.170631774221,7811.822852364265,110.56147019051426,3257.5390354889632,3328.5480606723554,123.95863589543711,0.7166715793331776,5600.037771292656,5722.109439136838
2013,5092.472416441377,5125.790051777934,100.5218951819258,1327.086216484458,1335.7687131197363,123.63049372956199,0.6088178347442595,3107.094944840578,3127.4231956120566,6759.903229177552,6804.13007466286,98.28673651627169,2108.924234507263,2122.7219270329774,118.37700388725003,0.6143325157427402,4148.552925584033,4175.694942711659,8723.140175481376,8780.211550560018,115.77488197009632,4170.291889117849,4197.576133988776,133.11130059845303,0.8143168485421821,7107.860763571448,7154.364130419172,5496.780681463626,5532.7435143066195,123.7811363484725,1867.3240884704967,1879.5411056572689,187.15869938752604,0.6134420629984872,3386.191876553719,3408.3461263751574,7870.041096731707,7921.531048547265,112.1141807026671,3472.748077272347,3495.4686233239527,130.17493347385073,0.7472865323885746,6012.216041590517,6051.551123895841
2014,5133.519000832809,5142.089149586856,100.84153687324715,1350.430067277598,1352.6845415586185,125.19611822817691,0.6165648492784342,3178.9213473036225,3184.2283947343203,6870.425163132138,6881.894988342104,99.41006301019988,2152.8451692495923,2156.4392347126613,120.25730380380313,0.6162491193646819,4227.981221237866,4235.039620746945,8961.73988402214,8976.701052742601,118.3657704461377,4300.425003749045,4307.604344466743,136.6004566570294,0.8234842696595157,7390.813292713206,7403.151879425687,5630.896860060402,5640.297355841481,126.18738140382403,1977.5366251352777,1980.8380219044795,197.24552272952755,0.6280131021395762,3551.4681943593364,3557.39718979424,8072.266661228392,8085.742899664024,114.43828661562696,3584.4310709493993,3590.415096229462,133.710840136431,0.7556423288152603,6239.928831746865,6250.346075414234
2015,5300.043792229463,5342.786080876474,104.77740542943809,1424.158343080312,1435.6434910083792,132.87428569760792,0.6341146552424188,3369.8270211334166,3397.0030454973958,7020.167696909272,7076.781952529508,102.22523607264205,2172.0880049850452,2189.6048437349245,122.10683735699872,0.6116516542991492,4287.092562159012,4321.6658892731975,9431.176096958348,9507.233968708011,125.36131780549817,4553.035777758774,4589.753808224571,145.54783030437085,0.8356530511500093,7889.64006785206,7953.2661974315115,5812.2979494214915,5859.171319981342,131.08413252345773,2088.707703735313,2105.55212070092,209.66415430708324,0.6378169974743203,3724.4778148683445,3754.5139262785733,8440.53686704319,8508.605712745151,120.42310413987438,3772.931054513166,3803.357917856014,141.64105511647873,0.7646491490238403,6608.480553424621,6661.77475143611
2016,5414.2627462598075,5487.891963621323,107.62307764547026,1464.4425362752067,1484.3576683753884,137.38296878050997,0.6414278646762002,3478.623476932156,3525.9297005318217,7082.036935971154,7178.3464173093325,103.6923508514149,2208.2682409121917,2238.298749205306,124.82233134787188,0.615681812194942,4354.863660890482,4414.085981286546,9503.312226709359,9632.54892510899,127.01370672606873,4497.7600607889635,4558.925646700831,144.57022405150107,0.8268622745647056,7856.096340715629,7962.932350010366,5938.431733515274,6019.18918866382,134.66412743382364,2222.159634364296,2252.3790534059044,224.28471124910075,0.6581831063927231,3923.143914364004,3976.495225437845,8525.381409900694,8641.319108224077,122.30140942091188,3764.452762553667,3815.646013360103,142.09867673667912,0.7625914992247157,6632.655993277055,6722.854288539048
2017,5745.52123011235,5809.424904056977,113.92866180118459,1568.6889020426988,1586.1364024698673,146.80297916380624,0.6475441738067791,3726.0246274325445,3767.4667618124813,7430.764046723786,7513.411574038206,108.53242010550332,2377.8789390529982,2404.326530892819,134.0811377454132,0.6327433097510787,4696.585204153993,4748.822248891803,10043.226744959931,10154.930985803772,133.9017778245808,4827.299932354324,4880.990831500832,154.78338380316742,0.8468112209219478,8499.725062105386,8594.261943483707,6321.837993988247,6392.151662273252,143.00821905479557,2464.896708439374,2492.312142001389,248.1764817809613,0.679336712213394,4311.591507817773,4359.546519532632,9003.19700942049,9103.333679899382,128.84034550013988,4051.150477572294,4096.208774087254,152.54712947609082,0.7815457832539964,7176.984620688535,7256.80952546869
2018,5940.262016599124,5957.638462312791,116.83527865771455,1658.52627027914,1663.3777888855018,153.95196434748962,0.6611140285263584,3934.4843560073887,3945.9935038585086,7541.36849274431,7563.428492766995,109.25492241785011,2502.103418733031,2509.422567973267,139.9419873609802,0.6559990235763655,4942.20295229007,4956.659877096825,10264.794727353517,10294.821289791906,135.7463556391044,5053.968504280218,5068.752365515264,160.7375776515281,0.8722269612405501,8950.847229761092,8977.030234912152,6558.239856088059,6577.42400966884,147.15321902366705,2632.780592063163,2640.481997978617,262.9307627326607,0.6929216737513171,4564.017972235547,4577.368630894903,9231.928266458108,9258.933489444284,131.0425643714295,4262.01919909695,4274.486451389318,159.18637796707006,0.8039275540353625,7574.596280554389,7596.753478453101
